Challenge Name,Category,Solved/Attempted by,Solve time
dragonctf21-runofthemill,reverse,"AmunRha, Ad0lphus, D3v1L, Barla Abhishek, fug1t1ve",Nil
dragonctf21-webpwn,web,"Aneesh, Sk4d00.sh, Rohit Narayanan M, Sayooj B Kumar, k1R4, Cap-k, DarkKnight, a3x3k, Az3z3l, Nikhil, Ritvik",Nil
dragonctf21-baby_mhc,crypto,"2TAP, Abhishek Bharadwaj, careless_finch, Vishvesh_R, Pavani",Nil
dragonctf21-compresstheflag,misc,"careless_finch, Abhishek Bharadwaj",2021-11-28 04:07:55.752000
dragonctf21-shellcode,pwn,"DarkKnight, k1R4, Ritvik, sourag, Nikhil, Pwn_Solo",Nil
dragonctf21-noflippidy,pwn,"DarkKnight, k1R4, Ritvik",2021-11-27 22:43:18.774000
dragonctf21-nim,pwn,"sourag, k1R4, DarkKnight, Nikhil, Pwn_Solo",Nil
dragonctf21-easynft,reverse,"AmunRha, fug1t1ve, Ad0lphus",Nil
dragonctf21-cgi,misc,"Aneesh, a3x3k, Rohit Narayanan M, Sk4d00.sh, yadhu, Sayooj B Kumar, Chetak",Nil
